Port,Reference,Port(s),Protocol,Service,Details,Source
80,https://www.speedguide.net/port.php?port=80,"80,210,620,097,777",tcp,applications,Lineage II,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,6667,10308,40000-42000",tcp,applications,Lock On Modern Air Combat Ubi.com,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,13505,30900-30999",tcp,applications,MVP Baseball 2005,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 18210, 18215, 13505, 30900-30999",tcp,applications,Need for Speed Carbon,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,851,128,900",tcp,applications,Need for Speed Hot Pursuit 2,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,13505,30900-30999",tcp,applications,Need for Speed Most Wanted,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,554",tcp,applications,Orb,Portforward
80,https://www.speedguide.net/port.php?port=80,"804,435,223",tcp,applications,PlayStation Network,Portforward
80,https://www.speedguide.net/port.php?port=80,"808,000",tcp,applications,"Ports used by:



QSee QSC26404

QSee QSC26416

QSee QSD42208

QSee QSD42908",Portforward
80,https://www.speedguide.net/port.php?port=80,"80,5000-5001",tcp,applications,QSee QSD2216,Portforward
80,https://www.speedguide.net/port.php?port=80,"802,000",tcp,applications,"Ports used by: 



QSee QSD2304L

QSee QSD2316L

QSee QSDF8204

QSee QSTD2308L

QSee QSTD2408

QSee QSTD2416

QSee QSTD5304",Portforward
80,https://www.speedguide.net/port.php?port=80,"80,1159-1161","tcp,udp",applications,"Ports used by:



QSPDVR04

QSPDVR16

QSU2DVR04",Portforward
80,https://www.speedguide.net/port.php?port=80,"801,518",tcp,,"Ports used by:



Quadrox GuardDVR

Quadrox GuardNVR

Quadrox WebCCTV DVR

Quadrox WebCCTV NDVR

Quadrox WebCCTV NVR",Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 6667, 7777-7787, 8777-8787, 40000-42000",udp,applications,Rainbow Six 3 Raven Shield with Ubi.com,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 2346-2348, 6668, 40000-42999",tcp,applications,Rainbow Six Lockdown with Ubi.com,Portforward
80,https://www.speedguide.net/port.php?port=80,"803,074",tcp,applications,Rainbow Six Vegas,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,290,002,910,029,200",tcp,applications,ROSE Online,Portforward
80,https://www.speedguide.net/port.php?port=80,"53,80,443,10070-10080",tcp,applications,"Socom, Socom 2. Also uses ports 6000-6999,10070 udp",Portforward
80,https://www.speedguide.net/port.php?port=80,"80,10070-10080",tcp,applications,"Socom 3. Also uses ports 6000-7000,10070,10080 udp.",Portforward
80,https://www.speedguide.net/port.php?port=80,"80,10070-10080",tcp,applications,Sony Playstation 3,Portforward
80,https://www.speedguide.net/port.php?port=80,"809,393",tcp,applications,TalkSwitch,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,3000-3007,8800","tcp,udp",applications,Talon DVR,Portforward
80,https://www.speedguide.net/port.php?port=80,"8,051,901,000,011,000",tcp,applications,The Matrix Online,Portforward
80,https://www.speedguide.net/port.php?port=80,"53,80,443,10070,10080",tcp,applications,Twisted Metal Black Online (also uses ports 6000-6999 udp),Portforward
80,https://www.speedguide.net/port.php?port=80,"80,401,040,111,433",tcp,applications,Video Insight IP Server,Portforward
80,https://www.speedguide.net/port.php?port=80,"801,433,400,011,111",tcp,applications,Video Insight Server,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 5911, 6667, 28900, 29900, 29901",tcp,applications,Worms 4 - Mayhem,Portforward
80,https://www.speedguide.net/port.php?port=80,80,"tcp,udp",http,World Wide Web HTTP,Nmap
80,https://www.speedguide.net/port.php?port=80,80,tcp,711trojan,[trojan] 711 trojan (Seven Eleven),Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,AckCmd,[trojan] AckCmd,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,BackEnd,[trojan] Back End,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,BO2000Plug-Ins,[trojan] Back Orifice 2000 Plug-Ins,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,Cafeini,[trojan] Cafeini,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,CGIBackdoor,[trojan] CGI Backdoor,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,Executor,[trojan] Executor,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,GodMessage4Creator,[trojan] God Message 4 Creator,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,GodMessage,[trojan] God Message,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,Hooker,[trojan] Hooker,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,IISworm,[trojan] IISworm,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,MTX,[trojan] MTX,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,NCX,[trojan] NCX,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,Noob,[trojan] Noob,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,Ramen,[trojan] Ramen,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,ReverseWWWTunnel,[trojan] Reverse WWW Tunnel Backdoor,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,RingZero,[trojan] RingZero,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,RTB666,[trojan] RTB 666,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,Seeker,[trojan] Seeker,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,WANRemote,[trojan] WAN Remote,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,WebDownloader,[trojan] WebDownloader,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,WebServerCT,[trojan] Web Server CT,Neophasis
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,711 trojan (Seven Eleven),Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,AckCmd,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Back End,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Back Orifice 2k Plug-Ins,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Banito,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Bebshell,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Cafeini,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,CGI Backdoor,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Civcat,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Eaghouse,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Executor,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,God Message,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,God Message Creator,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Hesive,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Hexem,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Hooker,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,IISworm,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Ketch,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Lodear,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Mindos,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,MTX,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Muquest,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Mydoom,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,NCX,Bekkoame
80,https://www.speedguide.net/port.php?port=80,80,tcp,threat,Reverse WWW Tunnel Backdoor,Bekkoame
79,https://www.speedguide.net/port.php?port=79,79,"tcp,udp",Finger,"Finger



Finger Security Concerns: Provides key host info to attacker - Fingered host can be DOSd if hit with a recursive finger script till its memory and swap space fill. - Fingering clients can be DOSd if they finger a maliciously configured host (returns data overload - causing client to beep continually - etc.). - If fingering clients allow programmable keys - a maliciously configured host can return a finger response that maps a key to rm -rf /-. Disable on all host unless finger service is stubbed to only provide scripted data response (eg: system admin contact info - etc.).



Trojans that also use this port: ADM worm, Back Orifice 2000 (BO2K), CDK trojan (ports 79, 15858), Firehotcker (ports 79, 5321)



The legacy finger service (TCP port 79) is enabled by default on various older Lexmark devices.

References: [CVE-2019-10059]",SG
79,https://www.speedguide.net/port.php?port=79,79,tcp,,Finger protocol (official),Wikipedia
79,https://www.speedguide.net/port.php?port=79,79,tcp,trojan,"ADM worm, Firehotcker",Trojans
79,https://www.speedguide.net/port.php?port=79,79,tcp,BO2KDataPort,[trojan] Back Orifice 2000 (BO2K) Data Port,Neophasis
79,https://www.speedguide.net/port.php?port=79,79,tcp,CDK,[trojan] CDK,Neophasis
79,https://www.speedguide.net/port.php?port=79,79,tcp,Firehotcker,[trojan] Firehotcker,Neophasis
79,https://www.speedguide.net/port.php?port=79,79,tcp,threat,RAT:Firehotcker Requires VB CDK,Bekkoame
79,https://www.speedguide.net/port.php?port=79,79,"tcp,udp",finger,Finger. Unauthorized use by some mail users (see [RFC4146] for details),IANA
70,https://www.speedguide.net/port.php?port=70,70,tcp,trojans,"W32.Evala.Worm [Symantec-2002-071017-5735-99] (2002.07.10) - backdoor trojan. Affects Windows 9x/Me/NT/2k/XP, listens on ports 69 and 70.

Other trojans that use these ports: ADM worm, BackGate Kit, Nimda, Pasana, Storm, Theef 



Note: port 69/udp is used by TFTP.",SG
70,https://www.speedguide.net/port.php?port=70,70,tcp,,Gopher protocol (official),Wikipedia
70,https://www.speedguide.net/port.php?port=70,70,tcp,trojan,ADM worm,Trojans
70,https://www.speedguide.net/port.php?port=70,70,tcp,threat,W32.Evala.Worm,Bekkoame
70,https://www.speedguide.net/port.php?port=70,70,"tcp,udp",gopher,Gopher,IANA
69,https://www.speedguide.net/port.php?port=69,69,udp,TFTP,"Trivial File Transfer Protocol - A less secure version of FTP, generally used in maintaining and updating systems, for configuration file transfers between LAN systems, firmware updates on routers, etc.



Many trojans also use this port: BackGate Kit, Nimda, Pasana, Storm, Storm worm, Theef...

W32.Blaster.Worm [Symantec-2003-081113-0229-99] is a widely spread worm that exploits the MS DCOM RPC vulnerability described in MS Security Bulletin [MS03-026]. The worm allows remote access to an infected computer via ports 4444/tcp and 69/UDP, and spreads through port 135/tcp. To avoid being infected consider closing those ports.

W32.Welchia.Worm [Symantec-2003-081815-2308-99] - a wildly spread worm that removes the W32.Blaster.Worm and installs a TFTP server.

W32.Cycle [Symantec-2004-051015-4731-99] (2004.05.10). Exploits a MS vulnerability on port 445, Listens on ports 3332/tcp and 69/udp.

W32.Zotob.E [Symantec-2005-081615-4443-99] (2005.08.16) - a worm that opens a backdoor and exploits the MS Plug and Play Buffer Overflow vulnerability (MS Security Bulletin [MS05-039]) on port 445/tcp.  It runs and spreads using all current Windows versions, but only infects Windows 2000.

The worm connects to IRC servers and listens for remote commands on port 8080/tcp. It opens port 69/udp to initiate TFTP transfers. It also opens a bacdoor on remote compromised computers on port 8594/tcp. Port 69/udp also used by the W32.Zotob.H [Symantec-2005-081717-2017-99] variant of the worm.

W32.Evala.Worm [Symantec-2002-071017-5735-99] (2002.07.10) - backdoor trojan. Affects Windows 9x/Me/NT/2k/XP, listens on ports 69 and 70.



Buffer overflow in FutureSoft TFTP Server 2000 on Microsoft Windows 2000 SP4 allows remote attackers to execute arbitrary code via a long request on UDP port 69. NOTE: this issue might overlap [CVE-2006-4781] or [CVE-2005-1812].

References: [CVE-2007-1645]



The Arecont Vision AV1355DN MegaDome camera allows remote attackers to cause a denial of service (video-capture outage) via a packet to UDP port 69. 

References: [CVE-2013-0139]



Hillstone Software HS TFTP Server is vulnerable to a denial of service, caused by an error when processing TFTP requests. By sending a specially-crafted READ/WRITE request packet containing an overly long filename to UDP port 69, a remote attacker could exploit this vulnerability to cause the TFTP service to crash.

References: [XFDB-71609], [BID-50886], [EDB-18188]



SolarWinds TFTP (Trivial File Transfer Protocol) Server is vulnerable to a denial of service, caused by an error when handling Read Request requests. By sending a specially-crafted Read Request to UDP port 69, a remote attacker could exploit this vulnerability to cause the server process to crash.

References: [CVE-2010-2115], [XFDB-58782], [BID-40333]



The Spiceworks TFTP Server, as distributed with Spiceworks Inventory 7.5, allows remote attackers to access the Spiceworks data\configurations directory by leveraging the unauthenticated nature of the TFTP service for all clients who can reach UDP port 69, as demonstrated by a WRQ (aka Write request) operation for a configuration file or an executable file.

References: [CVE-2017-7237], [EDB-41825]



MobaXterm Personal Edition could allow a remote attacker to traverse directories on the system. An attacker could send a specially-crafted request to the TFTP server port 69 containing ""dot dot"" sequences (/../) in the request to retrieve arbitrary files on the system.

References: [CVE-2017-6805], [XFDB-123199]



A vulnerability has been identified in SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions). An attacker with network access to port 69/udp could modify the administrative client stored on the device. If a legitimate user downloads and executes the modified client from the affected device, then he/she could obtain code execution on the client system.

References: [CVE-2018-4854], [BID-104672]



A vulnerability has been identified in SICLOCK TC100 (All versions) and SICLOCK TC400 (All versions). An attacker with network access to port 69/udp could modify the firmware of the device.

References: [CVE-2018-4853], [BID-104672]",SG
